post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
180190088.monday-last-call-on-180year,,false,,,newsletter,everyone,,,
180063760.tidying-canonical-order,2025-11-28T14:03:15.326Z,true,2025-11-28T14:03:15.498Z,2025-11-28T14:03:15.498Z,newsletter,only_paid,Tidying: Canonical Order,,
179873134.the-bet-on-juniors-just-got-better,,false,,,newsletter,only_paid,,,
179848758.live-with-kent-beck,,false,,,podcast,everyone,,,
179843156.f22,,false,,,podcast,only_paid,,,
179843117.f7e,,false,,,podcast,only_paid,,,
179274677.if-youve-been-thinking-about-subscribing,2025-11-22T15:02:32.632Z,true,2025-11-22T15:02:32.806Z,2025-11-22T15:02:32.806Z,newsletter,everyone,If You've Been Thinking About Subscribing to Premium...,,
179246297.why-does-development-slow,2025-11-19T13:12:31.775Z,true,2025-11-19T13:12:31.991Z,2025-11-19T13:12:31.991Z,newsletter,everyone,Why Does Development Slow?,It's the options,
179142187.can-genies-write-production-code,,false,,,newsletter,only_paid,,,
178601388.intentions-and-actions-1aa,2025-11-11T14:54:48.284Z,true,2025-11-11T14:54:48.462Z,2025-11-11T14:54:48.462Z,newsletter,only_paid,Intentions & Actions,Git as an example,
177661774.pitching-hackathon-ideas-oxymoron,2025-10-31T16:33:28.757Z,true,2025-10-31T16:33:28.966Z,2025-10-31T16:33:28.966Z,newsletter,everyone,Pitching Hackathon Ideas: Oxymoron,,
177624844.learndofail,,false,,,newsletter,only_paid,,,
177099292.composable-tests,2025-11-10T12:07:43.209Z,true,2025-11-10T12:07:43.413Z,2025-11-10T12:07:43.413Z,newsletter,everyone,Composable Tests,It's not what I thought,
176834242.thinkie-influence-diagram,2025-11-20T14:48:36.610Z,true,2025-11-20T14:48:36.768Z,2025-11-20T14:48:36.768Z,newsletter,only_paid,Thinkie: Influence Diagram,How do effects affect effects?,
176783398.thinkie-reinforcing-loop,,false,,,newsletter,only_paid,,,
176737669.first-principles-first,2025-10-21T13:59:09.230Z,true,2025-10-21T13:59:09.490Z,2025-10-21T13:59:09.490Z,newsletter,everyone,First Principles First,"When analyzing metrics, apply the simple filters first",
176685050.q4-sponsor-button-layout,,false,,,newsletter,only_paid,,,
176333094.separate-failed-assertions-from-unexpected,2025-10-16T15:06:37.666Z,true,2025-10-16T15:06:37.827Z,2025-10-16T15:06:37.827Z,newsletter,only_paid,Separate Failed Assertions from Unexpected Exceptions?,A seemingly-minor detail of test framework design turns out to depend on context,
175326455.teaching-augmented-coding,2025-10-08T13:03:26.701Z,true,2025-10-08T13:03:26.949Z,2025-10-08T13:03:27.990Z,newsletter,only_paid,Teaching Augmented Coding,First Impressions,
173866834.thinkie-aligning-incentive-e6e,2025-09-18T12:47:48.845Z,true,2025-09-18T12:47:48.944Z,2025-09-18T12:47:48.944Z,newsletter,only_paid,Thinkie: Aligning Incentive,,
173660693.programming-deflation,2025-09-15T13:41:31.489Z,true,2025-09-15T13:41:31.587Z,2025-09-15T13:41:31.587Z,newsletter,everyone,Programming Deflation,When Code Gets Cheaper Every Day,
172462872.beyond-the-ide,2025-09-04T12:57:33.055Z,true,2025-09-04T12:57:33.174Z,2025-09-04T12:57:33.174Z,newsletter,everyone,Beyond the IDE,Patch Boards to IDEs,
172357692.genie-fight-8e3,2025-09-11T13:07:58.103Z,true,2025-09-11T13:07:58.408Z,2025-09-11T13:07:58.408Z,newsletter,everyone,Genie Fight,When genies collide...,
172253611.switching-scale,2025-09-05T13:14:58.693Z,true,2025-09-05T13:14:58.823Z,2025-09-05T13:14:58.823Z,newsletter,only_paid,Switching Scale,A genie-commanding superpower,
171981761.genies-getting-stuck,2025-08-27T14:44:26.718Z,true,2025-08-27T14:44:26.812Z,2025-08-27T14:44:26.812Z,newsletter,only_paid,Genies Getting Stuck,,
171625855.thinkie-edges,2025-08-26T13:18:42.415Z,true,2025-08-26T13:18:42.824Z,2025-08-26T13:18:42.824Z,newsletter,only_paid,Thinkie: Edges,,
171295156.leaving-the-nest,2025-08-22T12:44:08.934Z,true,2025-08-22T12:44:09.087Z,2025-08-22T12:44:09.087Z,newsletter,only_paid,Leaving the Nest,A newsletter business update,
170969285.genie-fight,2025-08-18T13:09:23.875Z,true,2025-08-18T13:09:24.057Z,2025-08-18T13:09:24.057Z,newsletter,only_paid,Genie Fight,Pitting genies against each other can result in better outcomes,
170937552.getting-ready-to-launch,2025-10-29T13:03:34.475Z,true,2025-10-29T13:03:34.620Z,2025-10-29T13:03:34.620Z,newsletter,everyone,Getting Ready to Launch,Special practices for special times,
170830465.match-the-pipes,2025-08-13T12:46:17.763Z,true,2025-08-13T12:46:17.879Z,2025-08-13T12:46:17.879Z,newsletter,everyone,Match The Pipes,An executive skill,
170787581.kents-going-home,2025-08-12T13:47:08.699Z,true,2025-08-12T13:47:08.804Z,2025-08-12T13:47:08.804Z,newsletter,only_paid,Kent's Going Home,,
170418021.cloud-development-environments-tame,2025-08-14T13:09:30.198Z,true,2025-08-14T13:09:30.277Z,2025-08-14T13:09:30.277Z,newsletter,everyone,Cloud Development Environments Tame Complexity By Reducing State,,
170416314.new-is-the-new-black,2025-08-15T12:30:54.658Z,true,2025-08-15T12:30:54.762Z,2025-08-15T12:30:54.762Z,newsletter,everyone,New Is The New Black,Productive Ignorance--Better & worse ways to not understand,
169139971.publish-pretty-much-everything,,false,,,newsletter,only_paid,,,
169069741.preferential-attachment,,false,,,newsletter,only_paid,,,
168953627.conclusion-final-section-intro-from,2025-07-22T14:01:24.032Z,true,2025-07-22T14:01:24.104Z,2025-07-22T14:01:24.104Z,newsletter,only_paid,Conclusion: Final section intro from Tidy Together,,
168683455.theory,2025-07-21T12:55:18.448Z,true,2025-07-21T12:55:18.590Z,2025-07-21T12:55:18.590Z,newsletter,only_paid,Theory,Introduction to part 3 of Tidy Together,
168575684.tokens-the-new-oil,2025-07-18T12:05:16.393Z,true,2025-07-18T12:05:16.546Z,2025-07-18T12:05:16.546Z,newsletter,everyone,Tokens: The New Oil,What happens when demand exceeds supply? A 3X: Explore/Expand/Extract Perspective,
168560174.management-section-intro-tidy-together,2025-07-18T12:39:22.426Z,true,2025-07-18T12:39:22.547Z,2025-07-18T12:39:22.547Z,newsletter,only_paid,Management Section Intro: Tidy Together Chapter,,
168507012.preface-to-tidy-together,2025-07-17T12:57:21.579Z,true,2025-07-17T12:57:21.873Z,2025-07-17T12:57:21.873Z,newsletter,only_paid,Preface to Tidy Together,,
168384939.the-first-feedback-filter,2025-07-15T13:48:12.873Z,true,2025-07-15T13:48:12.990Z,2025-07-15T13:48:12.990Z,newsletter,everyone,The First Feedback Filter,,
168087408.survival-cash-flow-and-options,2025-07-11T16:20:18.721Z,true,2025-07-11T16:20:18.797Z,2025-07-11T16:20:18.797Z,newsletter,only_paid,"Survival, Cash Flow, & Options",Tidy Together chapter,
166899259.thinkie-ask-the-genie,2025-06-26T15:10:47.471Z,true,2025-06-26T15:10:47.613Z,2025-06-26T15:10:47.613Z,newsletter,only_paid,Thinkie: Ask the Genie,,
166781850.augmented-coding-beyond-the-vibes,2025-06-25T13:15:28.799Z,true,2025-06-25T13:15:28.954Z,2025-06-25T13:15:28.954Z,newsletter,everyone,Augmented Coding: Beyond the Vibes,Notes from a technically challenging project,
165882127.return-of-multi-tasking,2025-06-16T17:27:12.070Z,true,2025-06-16T17:27:12.162Z,2025-06-16T17:27:12.162Z,newsletter,only_paid,Return of Multi-tasking?,,
165811719.features-and-options-revisited,2025-06-13T13:03:34.713Z,true,2025-06-13T13:03:34.826Z,2025-06-13T13:03:34.826Z,newsletter,only_paid,Features & Options Revisited,Tidy Together chapter,
165710199.augmented-coding-coached-by-the-genie,2025-06-11T19:21:44.422Z,true,2025-06-11T19:21:44.694Z,2025-06-11T19:21:44.694Z,newsletter,only_paid,Augmented Coding: Coached by the Genie,,
165601517.me-an-algernon,2025-06-10T14:54:00.453Z,true,2025-06-10T14:54:00.579Z,2025-06-10T14:54:00.579Z,newsletter,everyone,Me an' Algernon,,
165555921.augmented-coding-copypaste-detector,2025-06-09T16:24:09.030Z,true,2025-06-09T16:24:09.137Z,2025-06-09T16:24:09.137Z,newsletter,only_paid,Augmented Coding: Copy/Paste Detector,A way to help the genie make up for it's lack of design sense,
165475898.functional-genie,2025-06-08T17:38:53.745Z,true,2025-06-08T17:38:53.826Z,2025-06-08T17:38:53.826Z,newsletter,only_paid,Functional Genie,Getting the genie to use functional programming style in Rust,
165342999.the-generalize-step-in-tdd,2025-06-06T19:51:16.224Z,true,2025-06-06T19:51:16.417Z,2025-06-06T19:51:16.417Z,newsletter,only_paid,The Generalize Step In TDD,,
165130588.twc-i-wednesday-4-june-2025,2025-06-03T20:18:42.496Z,true,2025-06-03T20:18:42.601Z,2025-06-03T20:18:42.601Z,newsletter,only_paid,"TWC I Wednesday, 4 June 2025","Oops, not Thursday",
165101086.thinkie-world-congress-i,2025-06-03T19:20:12.851Z,true,2025-06-03T19:20:13.129Z,2025-06-03T19:20:13.129Z,newsletter,only_paid,Thinkie World Congress I,The prototype,
164891733.copy-from-a-simpler-language,2025-05-31T19:02:25.276Z,true,2025-05-31T19:02:25.367Z,2025-05-31T19:02:25.367Z,newsletter,only_paid,Copy From a Simpler Language,Maybe a way to get the genie out of the tar pit,
164889876.copy-from-a-simpler-language,,false,,,newsletter,only_paid,,,
164889854.copy-from-a-simpler-language,,false,,,newsletter,only_paid,,,
164881806.augmented-coding-technique-copy-from,2025-06-06T14:35:12.590Z,true,2025-06-06T14:35:12.693Z,2025-06-06T14:35:12.693Z,newsletter,everyone,Augmented Coding Technique: Copy From Simpler Language,,
164220373.legitimate-peripheral-participation,2025-05-23T07:38:37.766Z,true,2025-05-23T07:38:37.845Z,2025-05-23T07:38:37.845Z,newsletter,everyone,Legitimate Peripheral Participation,A Genie Perspective,
163976503.free-idea-train-on-changes-not-on,2025-05-20T11:25:44.479Z,true,2025-05-20T11:25:44.545Z,2025-05-20T11:25:44.545Z,newsletter,everyone,"Free Idea: Train on Changes, Not on Code",,
163714507.my-augmented-coding-tools-as-of-16,2025-05-16T14:51:41.994Z,true,2025-05-16T14:51:42.106Z,2025-05-16T14:51:42.106Z,newsletter,everyone,My Augmented Coding Tools As Of 16 May 2025,Flavors of genies,
163686223.thinkie-world-congress-1,2025-05-16T05:03:04.587Z,true,2025-05-16T05:03:04.812Z,2025-05-16T05:03:04.812Z,newsletter,only_paid,Thinkie World Congress 1,,
163630222.my-augmented-coding-tools-as-of-16,,false,,,newsletter,only_paid,,,
163475947.thinkie-world-congress-1-june-4,2025-05-13T17:42:12.345Z,true,2025-05-13T17:42:12.447Z,2025-05-13T17:42:12.447Z,newsletter,only_paid,Thinkie World Congress 1: June 4,Call for facilitators!,
163393319.persistent-prompting,2025-05-12T13:23:43.101Z,true,2025-05-12T13:23:43.248Z,2025-05-12T13:23:43.248Z,newsletter,only_paid,Persistent Prompting,,
163210965.genie-wants-to-leap,2025-05-12T12:21:33.945Z,true,2025-05-12T12:21:34.075Z,2025-05-12T12:21:34.075Z,newsletter,everyone,Genie Wants to Leap,Which works until it doesn't,
163060499.thinkie-set-based-design,2025-05-07T15:20:38.594Z,true,2025-05-07T15:20:38.716Z,2025-05-07T15:20:38.716Z,newsletter,only_paid,Thinkie: Set-Based Design,¿Por qué no los dos?,
162986588.augmented-coding-is-good-for-exploration,2025-05-07T01:07:57.064Z,true,2025-05-07T01:07:57.189Z,2025-05-07T01:07:57.189Z,podcast,only_paid,Augmented Coding is Good For Exploration,"In which I put Coding Genies & 3X: Explore/Expand/Extract together to conclude that today's genies are great for exploration, not so much for expansion & extraction.",
162950789.live-with-kent-beck,,false,,,podcast,everyone,,,
162919810.live-with-kent-beck,,false,,,podcast,everyone,,,
162717906.making-the-change-easy,,false,,,newsletter,only_paid,,,
162581809.thinkie-no-time-axis,2025-05-01T13:32:20.309Z,true,2025-05-01T13:32:20.456Z,2025-05-01T13:32:20.456Z,newsletter,only_paid,Thinkie: No Time Axis,,
162536435.augmented-coding-and-design,2025-05-03T13:45:30.944Z,true,2025-05-03T13:45:31.112Z,2025-05-03T13:45:31.112Z,newsletter,everyone,Augmented Coding & Design,The Genie Eats The Seed Corn,
162266536.why-tdd-doesnt-lead-to-dumb-code,2025-04-28T13:03:04.998Z,true,2025-04-28T13:03:05.115Z,2025-04-28T13:03:05.115Z,newsletter,everyone,Why TDD Doesn't Lead to Dumb Code,Except if...,
162158488.mayo-clinic-platform-accelerate,,false,,,newsletter,only_paid,,,
161922412.the-platonic-database,2025-05-05T12:33:13.922Z,true,2025-05-05T12:33:14.381Z,2025-05-05T12:33:14.381Z,newsletter,everyone,The Platonic Database,,
161886354.design-in-tdd,2025-04-23T13:35:34.413Z,true,2025-04-23T13:35:34.758Z,2025-04-23T13:35:34.758Z,newsletter,everyone,Design in TDD,,
161882091.inhibiting-loop,2025-04-22T13:20:47.155Z,true,2025-04-22T13:20:47.222Z,2025-04-22T13:20:47.222Z,newsletter,only_paid,Inhibiting Loop,,
161811020.augmented-code,,false,,,newsletter,only_paid,,,
161613215.augmented-coding-negative-feedback,2025-04-18T16:06:53.228Z,true,2025-04-18T16:06:53.373Z,2025-04-18T16:06:53.373Z,newsletter,only_paid,Augmented Coding: Negative Feedback,,
161117391.one-pile,2025-04-18T14:30:08.277Z,true,2025-04-18T14:30:08.412Z,2025-04-18T14:30:08.412Z,newsletter,everyone,One Pile,An interim design strategy,
160775816.social-ai-adoption-lessons-from-hybrid,2025-04-10T13:03:45.511Z,true,2025-04-10T13:03:45.650Z,2025-04-10T13:03:45.650Z,newsletter,everyone,Social AI Adoption: Lessons from Hybrid Corn,,
160556433.when-should-visual-design-precede,2025-04-04T14:06:17.912Z,true,2025-04-04T14:06:17.991Z,2025-04-04T14:06:17.991Z,newsletter,everyone,When Should Visual Design Precede Implementation?,,
160423859.thinkie-aligning-incentive,2025-04-02T15:00:37.836Z,true,2025-04-02T15:00:37.926Z,2025-04-02T15:00:37.926Z,newsletter,only_paid,Thinkie Aligning Incentive,,
160069572.retrospective-performance-reviews,2025-03-28T14:33:48.132Z,true,2025-03-28T14:33:48.217Z,2025-03-28T14:33:48.217Z,newsletter,everyone,Retrospective Performance Reviews,,
160001633.tidy-together-scope-trim,2025-03-27T16:51:58.530Z,true,2025-03-27T16:51:58.613Z,2025-03-27T16:51:58.613Z,newsletter,only_paid,Tidy Together Scope Trim,,
159959221.structure-folks-and-feature-folks,2025-03-27T13:40:38.375Z,true,2025-03-27T13:40:38.516Z,2025-03-27T13:40:38.516Z,newsletter,only_paid,Structure Folks & Feature Folks,A Tidy Together Chapter,
159830764.thinkie-perverse-incentive,2025-03-25T14:20:12.727Z,true,2025-03-25T14:20:12.807Z,2025-03-25T14:20:12.807Z,newsletter,only_paid,Thinkie Perverse Incentive,,
159482947.thinkie-change-tradeoff-curves,2025-03-21T13:03:52.161Z,true,2025-03-21T13:03:52.288Z,2025-03-21T13:03:52.288Z,newsletter,only_paid,Thinkie: Change Tradeoff Curves,,
159429711.hand-drawn-illustrations,2025-03-21T11:52:08.639Z,true,2025-03-21T11:52:08.788Z,2025-03-21T11:52:08.788Z,newsletter,everyone,Hand-Drawn Illustrations,,
159416114.thinkie-tradeoff-be4,2025-03-19T15:50:56.458Z,true,2025-03-19T15:50:56.609Z,2025-03-19T15:50:56.609Z,newsletter,only_paid,Thinkie: Tradeoff,,
158835819.the-slow,,false,,,newsletter,only_paid,,,
158323744.deadlines-in-the-forest,2025-03-04T14:44:03.732Z,true,2025-03-04T14:44:03.815Z,2025-03-04T14:44:03.815Z,newsletter,only_paid,Deadlines in The Forest,,
158218724.reflecting-on-fnd-parallel-universes,2025-03-02T11:02:48.740Z,true,2025-03-02T11:02:48.833Z,2025-03-02T11:02:48.833Z,newsletter,only_paid,Reflecting on FnD: Parallel Universes,,
157890970.how-long-should-functions-be,2025-03-11T12:46:03.559Z,true,2025-03-11T12:46:03.674Z,2025-03-11T12:46:03.674Z,newsletter,everyone,How Long Should Functions Be?,"Hint: The Answer's a Distribution, Not a Number",
157882480.thinkie-reverse-causality,2025-02-25T14:02:25.954Z,true,2025-02-25T14:02:26.024Z,2025-02-25T14:02:26.024Z,newsletter,only_paid,Thinkie Reverse Causality,,
157816340.the-threat-of-incremental-delivery,2025-02-26T13:04:52.844Z,true,2025-02-26T13:04:52.927Z,2025-02-26T13:04:52.927Z,newsletter,only_paid,The Threat of Incremental Delivery,A Desert Perspective,
157155083.caterpillar-to-butterfly,2025-02-14T18:30:41.662Z,true,2025-02-14T18:30:41.869Z,2025-02-14T18:30:41.869Z,newsletter,everyone,Caterpillar to Butterfly,The Evolution of Specialist Expertise,
156781206.anatomy-of-oscillation,2025-02-10T12:18:01.587Z,true,2025-02-10T12:18:01.891Z,2025-02-10T12:18:01.891Z,newsletter,everyone,Anatomy of Oscillation,,
156545099.thinkie-search-space,2025-02-18T14:25:45.412Z,true,2025-02-18T14:25:45.623Z,2025-02-18T14:25:45.623Z,newsletter,only_paid,Thinkie Search Space,,
156543978.thinkie-nash-equilibrium,2025-02-11T14:05:56.248Z,true,2025-02-11T14:05:56.364Z,2025-02-11T14:05:56.364Z,newsletter,only_paid,Thinkie Nash Equilibrium,,
156534692.chapter-bundles-of-options,2025-02-06T13:47:30.357Z,true,2025-02-06T13:47:30.464Z,2025-02-06T13:47:30.464Z,newsletter,only_paid,Chapter Bundles of Options,,
156501407.options-financial-and-software,2025-02-05T14:28:41.507Z,true,2025-02-05T14:28:41.610Z,2025-02-05T14:28:41.610Z,newsletter,only_paid,"Options, Financial & Software",A Tidy Together chapter,
156092535.how-i-will-measure-my-life,2025-02-07T14:26:07.998Z,true,2025-02-07T14:26:08.164Z,2025-02-07T14:26:08.164Z,newsletter,everyone,How I Will Measure My Life,,
156019146.tidy-first-example,2025-01-30T14:11:16.235Z,true,2025-01-30T14:11:16.326Z,2025-01-30T14:11:16.326Z,newsletter,only_paid,Tidy First Example,,
155923493.thinkie-prisoners-dilemma,2025-02-04T13:56:06.709Z,true,2025-02-04T13:56:06.800Z,2025-02-04T13:56:06.800Z,newsletter,only_paid,Thinkie Prisoners' Dilemma,,
155921373.one-room-at-a-time,2025-01-28T14:01:56.152Z,true,2025-01-28T14:01:56.247Z,2025-01-28T14:01:56.247Z,newsletter,only_paid,One Room At A Time,,
155878050.developer-productivity-metrics-education,2025-01-29T14:11:54.002Z,true,2025-01-29T14:11:54.155Z,2025-01-29T14:11:54.155Z,newsletter,everyone,Developer Productivity Metrics: Education Necessary,Sponsored interview with DX CEO Abi Noda,
155708626.measuring-programmer-influence-kinda,2025-01-27T14:51:24.779Z,true,2025-01-27T14:51:24.927Z,2025-01-27T14:51:24.927Z,newsletter,everyone,"Measuring Programmer Influence, Kinda Sorta",But remember Goodhart's Law,
155630320.remote-site-growth-is-not-a-conquest,2025-01-24T17:25:24.439Z,true,2025-01-24T17:25:24.581Z,2025-01-24T17:25:24.581Z,newsletter,everyone,Remote Site Growth Is Not A Conquest Game,...not exactly...,
155542999.personal-site-refresh,2025-01-23T15:52:30.786Z,true,2025-01-23T15:52:30.864Z,2025-01-23T15:52:30.864Z,newsletter,only_paid,Personal Site Refresh,KentBeck.com,
155342942.thinkie-sampling-rate,2025-01-21T16:06:07.469Z,true,2025-01-21T16:06:07.554Z,2025-01-21T16:06:07.554Z,newsletter,only_paid,Thinkie: Sampling Rate,,
155022681.additional-testing-after-refactoring,2025-01-20T14:26:56.613Z,true,2025-01-20T14:26:56.868Z,2025-01-20T14:26:56.868Z,newsletter,everyone,Additional Testing After Refactoring,,
154957839.meeting-prevents-exceeding,2025-01-17T14:16:41.837Z,true,2025-01-17T14:16:42.012Z,2025-01-17T14:16:42.012Z,newsletter,everyone,Meeting Prevents Exceeding,,
154821480.kent-beck-illuminating-the-pattern,2025-01-14T14:33:41.751Z,true,2025-01-14T14:33:41.840Z,2025-01-14T14:33:41.840Z,newsletter,everyone,Kent Beck: Illuminating the Pattern Language of Modern Life,,
154817993.thinkie-the-real-question,2025-01-14T13:25:15.484Z,true,2025-01-14T13:25:15.632Z,2025-01-14T13:25:15.632Z,newsletter,only_paid,Thinkie: The Real Question,,
154315350.thinkie-legibility,2025-01-07T13:37:06.787Z,true,2025-01-07T13:37:06.931Z,2025-01-07T13:37:06.931Z,newsletter,only_paid,Thinkie: Legibility,False precision creates false control,
154279032.moving-on,2025-01-10T14:23:32.070Z,true,2025-01-10T14:23:32.165Z,2025-01-10T14:23:32.165Z,newsletter,everyone,Moving On,The Sunk Cost Fallacy Fallacy,
153684294.bugs-optional,2025-01-03T14:17:50.026Z,true,2025-01-03T14:17:50.126Z,2025-01-03T14:17:50.126Z,newsletter,everyone,Bugs Optional?,Almost no bugs in The Forest?,
153428404.complain-and-propose,2024-12-27T14:41:52.020Z,true,2024-12-27T14:41:52.284Z,2024-12-27T14:41:52.284Z,newsletter,everyone,Complain & Propose,,
